original,normalized
tình cảm vc cần được vun đắp mỗi ngày,tình cảm vợ chồng cần được vun đắp mỗi ngày
chong bạn có hay giúp bạn làm việc nhà không,chồng bạn có hay giúp bạn làm việc nhà không
vc họ đang lên kế hoạch cho chuyến du lịch,vợ chồng họ đang lên kế hoạch cho chuyến du lịch
ck tôi là một người rất lãng mạn,chồng tôi là một người rất lãng mạn
chồq tôi thích uống cà phê vào mỗi sáng,chồng tôi thích uống cà phê vào mỗi sáng
vc họ vừa kỷ niệm ngày cưới của mình,vợ chồng họ vừa kỷ niệm ngày cưới của mình
chong nó làm ở lĩnh vực công nghệ thông tin,chồng nó làm ở lĩnh vực công nghệ thông tin
vc tôi đang tìm mua một chiếc tủ lạnh mới,vợ chồng tôi đang tìm mua một chiếc tủ lạnh mới
ck bạn có hay về nhà trễ không,chồng bạn có hay về nhà trễ không
chồq tôi rất hay kể chuyện cười,chồng tôi rất hay kể chuyện cười
quan hệ vc cần sự trung thực tuyệt đối,quan hệ vợ chồng cần sự trung thực tuyệt đối
chong tôi là người rất thực tế,chồng tôi là người rất thực tế
vc họ thường xuyên tập thể dục cùng nhau,vợ chồng họ thường xuyên tập thể dục cùng nhau
ck nó đang học lái xe ô tô,chồng nó đang học lái xe ô tô
chồq tôi hay đọc báo vào mỗi buổi sáng,chồng tôi hay đọc báo vào mỗi buổi sáng
vc chúng tôi rất thích ăn lẩu,vợ chồng chúng tôi rất thích ăn lẩu
chong bạn có biết sửa đồ điện không,chồng bạn có biết sửa đồ điện không
vc họ vừa mở một cửa hàng kinh doanh,vợ chồng họ vừa mở một cửa hàng kinh doanh
ck tôi vừa đi gặp gỡ đối tác về,chồng tôi vừa đi gặp gỡ đối tác về
chồq tôi thích xem bóng đá vào cuối tuần,chồng tôi thích xem bóng đá vào cuối tuần
vc họ thường xuyên đi làm từ thiện,vợ chồng họ thường xuyên đi làm từ thiện
chong nó rất thích nuôi cá cảnh,chồng nó rất thích nuôi cá cảnh
vc tôi hay cùng nhau giải đố,vợ chồng tôi hay cùng nhau giải đố
ck bạn có nhớ ngày sinh nhật của bạn không,chồng bạn có nhớ ngày sinh nhật của bạn không
chồq tôi rất ít khi nổi nóng,chồng tôi rất ít khi nổi nóng
vc họ đã mua thêm một căn nhà nữa,vợ chồng họ đã mua thêm một căn nhà nữa
chong tôi thường giúp tôi rửa bát,chồng tôi thường giúp tôi rửa bát
vc chúng tôi đang tiết kiệm để đi châu âu,vợ chồng chúng tôi đang tiết kiệm để đi châu âu
ck nó rất hay tặng hoa cho vợ,chồng nó rất hay tặng hoa cho vợ
chồq tôi vừa bị cảm lạnh nhẹ,chồng tôi vừa bị cảm lạnh nhẹ
vc họ luôn động viên nhau trong công việc,vợ chồng họ luôn động viên nhau trong công việc
chong bạn có thường xuyên đi câu cá không,chồng bạn có thường xuyên đi câu cá không
vc tôi đang trang trí lại phòng khách,vợ chồng tôi đang trang trí lại phòng khách
ck tôi vừa được thăng chức tuần trước,chồng tôi vừa được thăng chức tuần trước
chồq tôi đang làm vườn ở phía sau nhà,chồng tôi đang làm vườn ở phía sau nhà
vc họ đã có một chuyến đi đáng nhớ,vợ chồng họ đã có một chuyến đi đáng nhớ
chong nó thích xem phim kinh dị,chồng nó thích xem phim kinh dị
vc tôi rất thích nuôi cây cảnh,vợ chồng tôi rất thích nuôi cây cảnh
Ba mẹ tôi là vc mẫu mực trong xóm,Ba mẹ tôi là vợ chồng mẫu mực trong xóm
Vc anh Nam vừa đón đứa con đầu lòng,Vợ chồng anh Nam vừa đón đứa con đầu lòng
Người ta nói vc là cái duyên cái nợ,Người ta nói vợ chồng là cái duyên cái nợ
Nó có 5tr rồi,Nó có 5 triệu rồi
Tao kiếm được 10tr trong tháng,Tao kiếm được 10 triệu trong tháng
Cái điện thoại đó hơn 20tr lận,Cái điện thoại đó hơn 20 triệu
Mua con xe 80tr,Mua con xe 80 triệu
Tôi có đúng 1tr thôi,Tôi có đúng 1 triệu thôi
Lương tháng này 15tr,Lương tháng này 15 triệu
5tr chắc đủ ăn sáng 1 tháng,5 triệu chắc đủ ăn sáng 1 tháng
Z sao,Vậy sao
Tôi dzậy đó,Tôi vậy đó
Z mày làm chưa,Vậy mày làm chưa
Dậy hả,Vậy hả
Zậy thôi chứ sao giờ,Vậy thôi chứ sao giờ
v cũng ổn mà,vậy cũng ổn mà
sao mọi người khắt khe với bạn đó quá v,sao mọi người khắt khe với bạn đó quá vậy
Dữ dzậy sao,Dữ vậy sao
tao nói v đó,tao nói vậy đó
không hiểu sao nó nói v nữa,không hiểu sao nó nói vậy nữa
v thôi mà cũng không hiểu hả,vậy thôi mà cũng không hiểu hả
có z thôi mà cũng làm sai nữa,có vậy thôi mà cũng làm sai nữa
z sao mày lại không đi học hôm nay,vậy sao mày lại không đi học hôm nay
tôi dzậy đó thích làm gì thì làm thôi,tôi vậy đó thích làm gì thì làm thôi
zậy mọi chuyện đã ổn thỏa hết chưa,vậy mọi chuyện đã ổn thỏa hết chưa
dậy hả tao không hề biết chuyện này luôn,vậy hả tao không hề biết chuyện này luôn
nếu là tôi thì tôi sẽ không làm v,nếu là tôi thì tôi sẽ không làm vậy
sao mày lại nói chuyện dữ dzậy,sao mày lại nói chuyện dữ vậy
tao nghĩ z thôi chứ không có ý gì đâu,tao nghĩ vậy thôi chứ không có ý gì đâu
chuyện nhỏ z mà cũng làm ầm ĩ lên,chuyện nhỏ vậy mà cũng làm ầm ĩ lên
z mày tính giải quyết vấn đề này sao,vậy mày tính giải quyết vấn đề này sao
nó dzậy đó thích giúp đỡ người khác mà,nó vậy đó thích giúp đỡ người khác mà
zậy chúng ta đi ăn ở đâu bây giờ,vậy chúng ta đi ăn ở đâu bây giờ
dậy hả để tao xem lại thông tin đó,vậy hả để tao xem lại thông tin đó
bạn cứ làm v đi tôi thấy ổn rồi đó,bạn cứ làm vậy đi tôi thấy ổn rồi đó
cậu ấy làm việc nhiệt tình dzậy sao,cậu ấy làm việc nhiệt tình vậy sao
tao nói z thôi đừng có chấp nha,tao nói vậy thôi đừng có chấp nha
có z thôi mà cũng bắt bẻ nhau,có vậy thôi mà cũng bắt bẻ nhau
z mày có chắc chắn về quyết định này không,vậy mày có chắc chắn về quyết định này không
tôi dzậy đó không thích ồn ào đâu,tôi vậy đó không thích ồn ào đâu
zậy chúng ta hẹn nhau vào tuần sau nhé,vậy chúng ta hẹn nhau vào tuần sau nhé
dậy hả tao cứ nghĩ là mày đã biết rồi,vậy hả tao cứ nghĩ là mày đã biết rồi
mày muốn mua cái áo màu đỏ v hả,mày muốn mua cái áo màu đỏ vậy hả
người ta nói chuyện lễ phép dzậy sao,người ta nói chuyện lễ phép vậy sao
tao thấy z là được rồi không cần sửa nữa,tao thấy vậy là được rồi không cần sửa nữa
chuyện này có z đâu mà phải lo lắng,chuyện này có vậy đâu mà phải lo lắng
z tao không cần phải đi nữa đúng không,vậy tao không cần phải đi nữa đúng không
cô ấy dzậy đó luôn đúng giờ mà,cô ấy vậy đó luôn đúng giờ mà
zậy mày thấy chỗ này đẹp không,vậy mày thấy chỗ này đẹp không
dậy hả mày nên cẩn thận hơn đó,vậy hả mày nên cẩn thận hơn đó
tao chỉ nghĩ đơn giản v thôi,tao chỉ nghĩ đơn giản vậy thôi
mày có hiểu tao nói z không,mày có hiểu tao nói vậy không
z sao mày không nói sớm hơn,vậy sao mày không nói sớm hơn
chúng tôi dzậy đó không thích bị ép buộc,chúng tôi vậy đó không thích bị ép buộc
zậy mày định làm gì sau khi tốt nghiệp,vậy mày định làm gì sau khi tốt nghiệp
dậy hả chuyện đó xảy ra khi nào vậy,vậy hả chuyện đó xảy ra khi nào vậy
anh ta làm việc v là chuyên nghiệp rồi,anh ta làm việc vậy là chuyên nghiệp rồi
bạn có thấy cô ấy nói dzậy không,bạn có thấy cô ấy nói vậy không
nó nói z là có ý gì,nó nói vậy là có ý gì
mày có z thôi mà cũng không nhớ,mày có vậy thôi mà cũng không nhớ
z sao không ai nói cho tôi biết hết,vậy sao không ai nói cho tôi biết hết
tôi dzậy đó không thích nói nhiều,tôi vậy đó không thích nói nhiều
zậy mày muốn tao giúp đỡ chuyện gì,vậy mày muốn tao giúp đỡ chuyện gì
dậy hả để tôi hỏi lại thông tin đó,vậy hả để tôi hỏi lại thông tin đó
chị ấy quyết định v là đúng rồi,chị ấy quyết định vậy là đúng rồi
cậu ấy cư xử thô lỗ dzậy sao,cậu ấy cư xử thô lỗ vậy sao
mày nghĩ z thì cứ nói đi,mày nghĩ vậy thì cứ nói đi
việc này có z phức tạp đâu,việc này có vậy phức tạp đâu
z sao mày không gọi điện cho tao,vậy sao mày không gọi điện cho tao
nó dzậy đó thích ăn đồ ngọt lắm,nó vậy đó thích ăn đồ ngọt lắm
zậy mày có kế hoạch đi đâu chưa,vậy mày có kế hoạch đi đâu chưa
dậy hả tao phải đi ngay bây giờ,vậy hả tao phải đi ngay bây giờ
mai mốt không có v nữa nghe chưa,mai mốt không có vậy nữa nghe chưa
Mày nói j đó,Mày nói gì đó
Tôi có nói ji đâu,Tôi có nói gì đâu
Có j đâu mà lo,Có gì đâu mà lo
Hỏi hoài v,Hỏi hoài vậy
Làm j ở đây,Làm gì ở đây
Ji vậy trời,Gì vậy trời
Có j mới,Có gì mới
có j mà mày gọi cho tao hoài vậy,có j mà mày gọi cho tao hoài vậy
có chuyện j thế,có chuyện gì thế
chuyện j mà gấp quá vậy,chuyện gì mà gấp quá vậy
dù cho có chuyện j đi nữa thì cũng phải bình tĩnh chứ,dù cho có chuyện gì đi nữa thì cũng phải bình tĩnh chứ
Mày nói cj,Mày nói cái gì
Tao hong hiểu cgì hết,Tao không hiểu cái gì hết
Czi mà mắc dữ,Cái gì mà mắc dữ
có cgì đâu mà phải lo,có cái gì đâu mà phải lo
Czi vậy,Cái gì vậy
Tôi cgì đâu,Tôi cái gì đâu
Cgì mà khó hiểu quá,Cái gì mà khó hiểu quá
có cj thì nói lẹ đi,có cái gì thì nói lẹ đi
mày có thấy j lạ không,mày có thấy gì lạ không
tôi có nói ji đâu mà cãi,tôi có nói gì đâu mà cãi
có j mà phải khóc lóc ghê thế,có gì mà phải khóc lóc ghê thế
việc này có j phức tạp đâu,việc này có gì phức tạp đâu
mày đang làm j ở ngoài đó vậy,mày đang làm gì ở ngoài đó vậy
tôi có hiểu ji về chuyện này đâu,tôi có hiểu gì về chuyện này đâu
chuyện này có j vui mà cười,chuyện này có gì vui mà cười
làm j mà vội vã dữ vậy,làm gì mà vội vã dữ vậy
cô ấy đang suy nghĩ j đó,cô ấy đang suy nghĩ gì đó
có ji mà cần phải giấu,có gì mà cần phải giấu
chuyện này có j đáng nghi,chuyện này có gì đáng nghi
mày muốn mua cj đó,mày muốn mua cái gì đó
tao không biết cgì hết trơn,tao không biết cái gì hết trơn
czi đó là của ai vậy,cái gì đó là của ai vậy
có cgì thì cứ nói thẳng ra đi,có cái gì thì cứ nói thẳng ra đi
tôi không làm cj sai hết,tôi không làm cái gì sai hết
mày đã ăn czi chưa,mày đã ăn cái gì chưa
czi mà mày nhìn tao dữ vậy,cái gì mà mày nhìn tao dữ vậy
cậu ấy đang cmt cj đó,cậu ấy đang cmt cái gì đó
trong cặp mày có cgì,trong cặp mày có cái gì
có czi đâu mà phải sợ,có cái gì đâu mà phải sợ
bạn có muốn hỏi j không,bạn có muốn hỏi gì không
nó nói ji mà tao không nghe rõ,nó nói gì mà tao không nghe rõ
có j mà mày lo lắng thế,có gì mà mày lo lắng thế
anh ấy đang tìm j đó,anh ấy đang tìm gì đó
tao không biết ji về việc này,tao không biết gì về việc này
chuyện này có j khác biệt,chuyện này có gì khác biệt
mày thấy cj đẹp nhất,mày thấy cái gì đẹp nhất
có cgì hay ho không,có cái gì hay ho không
czi đã xảy ra vậy,cái gì đã xảy ra vậy
tôi chẳng có cj cả,tôi chẳng có cái gì cả
mày đang che giấu czi,mày đang che giấu cái gì
làm j mà la lối om sòm,làm gì mà la lối om sòm
cô ta muốn j ở mày,cô ta muốn gì ở mày
tôi không biết ji là đúng,tôi không biết gì là đúng
có j mà mày cứ lảng tránh,có gì mà mày cứ lảng tránh
chúng ta nên làm j bây giờ,chúng ta nên làm gì bây giờ
cái này là cj vậy,cái này là cái gì vậy
nó có cgì trong tay,nó có cái gì trong tay
có czi mà mày ngạc nhiên vậy,có cái gì mà mày ngạc nhiên vậy
tôi đã quên cj đó rồi,tôi đã quên cái gì đó rồi
anh ấy không nói j cả,anh ấy không nói gì cả
họ đang bàn tán ji,họ đang bàn tán gì
có j mà phải bí mật,có gì mà phải bí mật
mày đang nghĩ j trong đầu,mày đang nghĩ gì trong đầu
thời gian này có ji mới không,thời gian này có gì mới không
tôi muốn mua cj làm quà,tôi muốn mua cái gì làm quà
nó không biết cgì đâu,nó không biết cái gì đâu
czi làm mày vui vậy,cái gì làm mày vui vậy
chúng tôi không biết cj,chúng tôi không biết cái gì
mày cần cgì nữa không,mày cần cái gì nữa không
chuyện này có j đáng để nhớ,chuyện này có gì đáng để nhớ
mày muốn tao kể ji,mày muốn tao kể gì
món ăn này có j đặc biệt,món ăn này có gì đặc biệt
bạn đang làm cj vậy,bạn đang làm cái gì vậy
có cgì ngon không,có cái gì ngon không
czi khiến mày buồn bã,cái gì khiến mày buồn bã
tôi không quan tâm cj,tôi không quan tâm cái gì
chuyện này có j lạ đâu,chuyện này có gì lạ đâu
dạo này anh có mua được cj mới không,dạo này anh có mua được cái gì mới không
Cuộc sống dạo này khó khăn quá ha,Cuộc sống dạo này căng thẳng quá ha
